activity_id,user_id,activity_type,duration_min,calories_burned,distance_km,date
act-000401,user-0075,weight_training,102,509,0.0,2025-10-10 14:02:30
act-000402,user-0076,walking,32,105,3.55,2025-09-03 21:29:38
act-000403,user-0076,swimming,58,572,0.0,2025-09-19 02:40:29
act-000404,user-0076,walking,75,290,7.34,2025-10-01 18:55:43
act-000405,user-0077,weight_training,54,294,0.0,2025-10-03 16:14:38
act-000406,user-0077,weight_training,25,169,0.0,2025-10-23 22:49:25
act-000407,user-0077,swimming,22,253,0.0,2025-08-26 07:04:00
act-000408,user-0077,cycling,112,845,9.2,2025-08-08 21:05:44
act-000409,user-0077,cycling,92,633,8.73,2025-08-21 14:49:47
act-000410,user-0077,running,55,497,7.85,2025-10-15 12:49:42
act-000411,user-0077,running,96,928,12.37,2025-08-22 05:46:42
act-000412,user-0078,yoga,63,166,0.0,2025-08-03 05:05:22
act-000413,user-0078,weight_training,18,113,0.0,2025-10-23 15:12:06
act-000414,user-0078,yoga,115,394,0.0,2025-08-21 20:23:28
act-000415,user-0078,swimming,108,1145,0.0,2025-09-05 13:48:59
act-000416,user-0078,yoga,95,314,0.0,2025-08-07 04:08:13
act-000417,user-0078,walking,97,393,14.1,2025-08-03 03:46:53
act-000418,user-0078,walking,105,441,10.16,2025-08-04 16:52:10
act-000419,user-0078,cycling,16,149,1.42,2025-10-07 09:53:07
act-000420,user-0079,running,108,1227,10.18,2025-10-12 14:17:21
act-000421,user-0079,weight_training,108,677,0.0,2025-09-13 15:15:15
act-000422,user-0079,weight_training,31,179,0.0,2025-09-18 05:49:30
act-000423,user-0079,walking,50,182,5.51,2025-10-22 03:45:37
act-000424,user-0079,walking,55,205,5.44,2025-10-22 19:25:21
act-000425,user-0079,weight_training,31,164,0.0,2025-09-29 14:46:54
act-000426,user-0079,walking,92,427,9.46,2025-09-04 16:48:57
act-000427,user-0080,yoga,99,292,0.0,2025-08-22 13:54:19
act-000428,user-0080,walking,17,71,2.45,2025-08-21 14:59:57
act-000429,user-0080,yoga,93,320,0.0,2025-08-30 17:24:07
act-000430,user-0080,walking,85,358,12.28,2025-08-12 01:32:50
act-000431,user-0080,walking,65,255,8.44,2025-07-29 18:19:54
act-000432,user-0080,cycling,43,359,4.66,2025-10-10 05:23:13
act-000433,user-0080,running,44,398,3.84,2025-10-06 18:43:39
act-000434,user-0080,cycling,44,355,4.68,2025-08-04 18:12:23
act-000435,user-0081,weight_training,25,145,0.0,2025-09-01 00:59:37
act-000436,user-0081,cycling,110,757,10.84,2025-08-03 22:16:13
act-000437,user-0081,running,75,810,7.65,2025-10-04 19:09:36
act-000438,user-0081,running,111,1255,10.03,2025-09-05 01:16:38
act-000439,user-0081,walking,30,98,2.65,2025-10-06 03:01:13
act-000440,user-0081,weight_training,58,320,0.0,2025-08-04 13:23:50
act-000441,user-0081,cycling,95,906,11.15,2025-08-30 03:16:38
act-000442,user-0082,swimming,112,1440,0.0,2025-10-20 23:59:21
act-000443,user-0082,weight_training,82,456,0.0,2025-10-14 20:36:39
act-000444,user-0082,walking,120,506,15.57,2025-09-16 20:28:09
act-000445,user-0082,walking,33,119,2.98,2025-08-20 07:43:53
act-000446,user-0083,weight_training,102,551,0.0,2025-10-07 18:26:47
act-000447,user-0083,cycling,33,249,4.31,2025-08-23 15:27:28
act-000448,user-0083,weight_training,44,299,0.0,2025-08-02 13:49:40
act-000449,user-0083,running,60,493,6.05,2025-09-12 01:18:16
act-000450,user-0083,weight_training,16,95,0.0,2025-10-08 10:01:08
act-000451,user-0083,cycling,36,286,4.09,2025-08-20 18:12:05
act-000452,user-0083,swimming,18,225,0.0,2025-08-21 09:41:15
act-000453,user-0084,cycling,35,225,3.74,2025-10-19 13:51:51
act-000454,user-0084,swimming,110,1208,0.0,2025-08-15 13:31:42
act-000455,user-0084,yoga,60,201,0.0,2025-10-20 16:24:08
act-000456,user-0085,weight_training,91,633,0.0,2025-08-02 06:54:17
act-000457,user-0085,weight_training,19,121,0.0,2025-10-20 12:43:01
act-000458,user-0085,yoga,15,39,0.0,2025-08-31 02:29:26
act-000459,user-0085,yoga,35,94,0.0,2025-08-25 00:32:07
act-000460,user-0085,cycling,29,255,3.98,2025-08-09 01:10:52
act-000461,user-0086,swimming,61,712,0.0,2025-08-30 07:13:09
act-000462,user-0086,swimming,33,408,0.0,2025-10-21 02:32:31
act-000463,user-0086,swimming,27,362,0.0,2025-08-02 20:20:42
act-000464,user-0086,cycling,16,111,1.89,2025-10-13 19:07:39
act-000465,user-0086,yoga,112,353,0.0,2025-10-03 19:19:41
act-000466,user-0086,running,116,989,16.16,2025-10-16 02:51:14
act-000467,user-0087,swimming,81,1079,0.0,2025-10-16 16:00:42
act-000468,user-0087,weight_training,83,589,0.0,2025-10-18 13:01:42
act-000469,user-0087,yoga,112,317,0.0,2025-09-17 03:57:07
act-000470,user-0087,cycling,78,621,7.46,2025-08-13 11:14:39
act-000471,user-0087,swimming,56,764,0.0,2025-09-14 20:57:41
act-000472,user-0087,cycling,85,655,7.93,2025-10-08 09:28:06
act-000473,user-0087,weight_training,32,162,0.0,2025-10-13 16:27:34
act-000474,user-0088,cycling,116,1035,16.82,2025-08-01 18:28:31
act-000475,user-0088,running,79,720,6.6,2025-08-19 14:58:16
act-000476,user-0088,cycling,65,529,9.48,2025-08-05 20:18:16
act-000477,user-0088,walking,48,190,4.22,2025-09-10 17:26:13
act-000478,user-0088,swimming,50,530,0.0,2025-08-19 00:05:09
act-000479,user-0088,yoga,95,298,0.0,2025-08-02 10:50:44
act-000480,user-0088,yoga,20,58,0.0,2025-10-17 04:35:11
act-000481,user-0089,weight_training,25,135,0.0,2025-07-29 23:06:13
act-000482,user-0089,swimming,27,365,0.0,2025-08-03 16:59:54
act-000483,user-0089,swimming,78,1031,0.0,2025-10-24 01:49:20
act-000484,user-0089,swimming,107,1443,0.0,2025-09-18 17:53:13
act-000485,user-0089,cycling,32,269,4.37,2025-08-10 19:12:45
act-000486,user-0089,cycling,64,502,5.13,2025-09-11 19:37:20
act-000487,user-0089,walking,110,385,14.19,2025-10-13 20:30:38
act-000488,user-0089,walking,18,79,2.52,2025-08-12 11:41:10
act-000489,user-0090,yoga,67,213,0.0,2025-09-26 18:50:49
act-000490,user-0090,running,80,945,9.29,2025-08-04 18:24:52
act-000491,user-0090,walking,71,237,10.12,2025-09-22 17:15:17
act-000492,user-0090,swimming,29,337,0.0,2025-07-30 10:34:27
act-000493,user-0091,running,23,249,1.86,2025-09-17 11:51:59
act-000494,user-0091,yoga,49,162,0.0,2025-10-22 12:20:36
act-000495,user-0091,running,31,287,2.54,2025-09-27 19:58:45
act-000496,user-0091,swimming,32,376,0.0,2025-08-16 19:22:07
act-000497,user-0091,cycling,53,501,5.44,2025-09-24 16:20:00
act-000498,user-0091,cycling,56,482,7.3,2025-09-04 02:35:41
act-000499,user-0091,walking,15,66,1.45,2025-07-31 22:08:27
act-000500,user-0092,walking,80,374,7.21,2025-08-17 05:00:20
act-000501,user-0092,walking,21,71,2.52,2025-10-21 03:13:46
act-000502,user-0092,running,52,434,6.59,2025-10-17 18:54:10
act-000503,user-0092,cycling,116,945,12.99,2025-08-20 14:47:52
act-000504,user-0092,yoga,68,196,0.0,2025-10-09 02:41:06
act-000505,user-0093,swimming,31,322,0.0,2025-10-20 22:37:39
act-000506,user-0093,weight_training,21,128,0.0,2025-08-30 02:07:30
act-000507,user-0093,weight_training,49,296,0.0,2025-09-08 08:41:42
act-000508,user-0093,weight_training,55,329,0.0,2025-10-09 08:11:35
act-000509,user-0093,swimming,52,571,0.0,2025-07-28 18:08:28
act-000510,user-0093,swimming,60,722,0.0,2025-09-13 08:22:53
act-000511,user-0093,cycling,27,258,2.91,2025-08-01 19:27:25
act-000512,user-0093,cycling,106,864,8.87,2025-09-15 05:26:38
act-000513,user-0094,walking,19,88,1.55,2025-09-17 05:10:46
act-000514,user-0094,running,94,888,9.0,2025-09-03 14:46:10
act-000515,user-0094,yoga,111,299,0.0,2025-10-21 18:56:40
act-000516,user-0094,yoga,101,321,0.0,2025-08-17 07:10:52
act-000517,user-0094,weight_training,78,542,0.0,2025-09-25 04:25:57
act-000518,user-0094,cycling,69,614,8.75,2025-08-16 01:55:37
act-000519,user-0094,cycling,117,919,15.32,2025-08-04 14:05:30
act-000520,user-0094,swimming,104,1430,0.0,2025-10-12 06:31:43
act-000521,user-0095,walking,118,526,12.0,2025-08-24 05:39:23
act-000522,user-0095,yoga,88,247,0.0,2025-07-27 21:17:09
act-000523,user-0095,walking,88,417,11.6,2025-08-04 04:02:27
act-000524,user-0095,walking,25,109,3.13,2025-08-21 20:07:16
act-000525,user-0096,cycling,65,482,7.94,2025-09-27 10:10:29
act-000526,user-0096,cycling,42,272,6.04,2025-09-07 14:53:42
act-000527,user-0096,weight_training,71,379,0.0,2025-10-13 06:37:58
act-000528,user-0096,weight_training,63,439,0.0,2025-10-14 12:39:29
act-000529,user-0096,weight_training,106,693,0.0,2025-08-31 21:10:34
act-000530,user-0097,walking,66,233,8.34,2025-07-31 00:20:51
act-000531,user-0097,yoga,52,140,0.0,2025-09-04 07:10:48
act-000532,user-0097,weight_training,57,305,0.0,2025-09-13 22:36:07
act-000533,user-0097,running,27,239,3.38,2025-07-27 21:19:44
act-000534,user-0097,cycling,115,983,16.22,2025-10-02 14:27:01
act-000535,user-0097,swimming,16,218,0.0,2025-10-22 05:10:17
act-000536,user-0097,walking,100,394,13.6,2025-09-21 03:08:46
act-000537,user-0097,walking,15,70,1.87,2025-08-03 00:32:58
act-000538,user-0098,swimming,43,567,0.0,2025-09-16 20:53:38
act-000539,user-0098,walking,25,98,2.96,2025-08-21 07:52:12
act-000540,user-0098,walking,56,181,5.17,2025-09-23 08:00:18
act-000541,user-0098,yoga,101,305,0.0,2025-09-01 02:23:59
act-000542,user-0098,cycling,80,664,11.44,2025-09-27 02:58:07
act-000543,user-0099,cycling,98,860,11.21,2025-10-15 07:19:34
act-000544,user-0099,cycling,16,139,2.1,2025-08-08 17:56:50
act-000545,user-0099,running,47,461,4.28,2025-10-01 11:18:29
act-000546,user-0100,yoga,56,135,0.0,2025-10-10 20:42:44
act-000547,user-0100,weight_training,36,227,0.0,2025-08-12 04:43:08
act-000548,user-0100,swimming,105,1388,0.0,2025-07-31 23:48:24
act-000549,user-0100,yoga,98,237,0.0,2025-09-07 08:01:40
act-000550,user-0101,yoga,20,48,0.0,2025-08-02 10:14:47
act-000551,user-0101,cycling,39,269,5.41,2025-08-29 10:23:34
act-000552,user-0101,cycling,74,526,8.24,2025-09-30 23:45:21
act-000553,user-0101,swimming,87,1129,0.0,2025-10-19 13:52:41
act-000554,user-0101,swimming,67,701,0.0,2025-09-09 13:05:13
act-000555,user-0102,weight_training,53,270,0.0,2025-10-02 06:50:13
act-000556,user-0102,cycling,71,506,5.95,2025-09-16 18:20:14
act-000557,user-0102,weight_training,24,157,0.0,2025-10-08 23:24:36
act-000558,user-0102,swimming,117,1456,0.0,2025-07-31 09:18:42
act-000559,user-0102,cycling,72,542,7.66,2025-07-28 05:02:34
act-000560,user-0103,weight_training,36,228,0.0,2025-08-19 00:40:47
act-000561,user-0103,weight_training,89,470,0.0,2025-10-20 14:44:53
act-000562,user-0103,cycling,57,539,5.7,2025-09-29 10:21:36
act-000563,user-0103,running,73,656,8.57,2025-10-12 19:42:14
act-000564,user-0103,running,113,907,12.7,2025-08-05 12:52:58
act-000565,user-0103,swimming,107,1428,0.0,2025-08-01 19:56:35
act-000566,user-0104,walking,41,135,6.04,2025-09-27 19:35:07
act-000567,user-0104,swimming,113,1192,0.0,2025-08-09 15:07:26
act-000568,user-0104,running,73,699,7.83,2025-10-08 14:31:07
act-000569,user-0104,walking,53,216,5.87,2025-09-03 05:22:37
act-000570,user-0104,running,25,263,2.58,2025-08-12 02:07:49
act-000571,user-0104,cycling,120,1018,13.27,2025-09-09 02:09:09
act-000572,user-0104,cycling,92,812,11.88,2025-08-20 12:25:21
act-000573,user-0104,running,104,974,15.46,2025-08-23 02:38:33
act-000574,user-0105,yoga,17,56,0.0,2025-09-16 14:16:34
act-000575,user-0105,weight_training,93,515,0.0,2025-08-18 12:11:04
act-000576,user-0105,running,118,1034,13.06,2025-10-21 04:40:01
act-000577,user-0105,weight_training,35,212,0.0,2025-07-30 14:25:36
act-000578,user-0105,walking,46,157,6.85,2025-10-19 02:00:08
act-000579,user-0105,cycling,97,708,11.98,2025-08-14 21:56:07
act-000580,user-0105,swimming,70,781,0.0,2025-08-05 11:02:47
act-000581,user-0106,cycling,119,952,11.5,2025-08-04 18:12:58
act-000582,user-0106,cycling,43,319,5.75,2025-09-11 03:04:38
act-000583,user-0106,walking,116,515,17.17,2025-10-10 19:02:42
act-000584,user-0106,swimming,45,613,0.0,2025-08-27 09:08:04
act-000585,user-0107,running,36,389,4.0,2025-09-11 01:42:38
act-000586,user-0107,weight_training,107,595,0.0,2025-08-22 11:12:23
act-000587,user-0107,weight_training,95,465,0.0,2025-10-18 13:18:23
act-000588,user-0107,weight_training,24,123,0.0,2025-08-11 06:35:49
act-000589,user-0107,swimming,52,689,0.0,2025-10-04 09:10:26
act-000590,user-0107,cycling,15,115,1.83,2025-08-16 12:36:23
act-000591,user-0107,cycling,16,123,1.86,2025-07-29 17:08:28
act-000592,user-0108,walking,109,388,15.0,2025-09-01 09:24:59
act-000593,user-0108,running,29,314,4.0,2025-08-03 01:25:28
act-000594,user-0108,yoga,35,96,0.0,2025-10-20 14:06:45
act-000595,user-0108,yoga,97,338,0.0,2025-08-26 16:26:56
act-000596,user-0108,walking,36,151,4.44,2025-10-21 11:40:59
act-000597,user-0108,cycling,80,575,7.31,2025-09-08 15:41:36
act-000598,user-0108,running,81,969,8.36,2025-08-13 16:10:25
act-000599,user-0108,cycling,45,371,5.08,2025-08-07 21:17:01
act-000600,user-0109,cycling,41,299,5.19,2025-10-18 12:44:25
act-000601,user-0109,cycling,69,472,6.35,2025-08-12 16:46:38
act-000602,user-0109,cycling,58,396,7.1,2025-10-10 01:40:13
act-000603,user-0109,yoga,57,192,0.0,2025-09-11 23:54:56
act-000604,user-0109,swimming,91,1211,0.0,2025-09-10 09:09:05
act-000605,user-0109,walking,47,172,5.07,2025-10-08 06:58:00
act-000606,user-0110,cycling,93,835,10.15,2025-10-11 10:55:20
act-000607,user-0110,running,72,811,10.64,2025-07-27 11:54:30
act-000608,user-0110,swimming,52,715,0.0,2025-10-20 06:05:52
act-000609,user-0110,walking,108,497,12.57,2025-08-26 01:21:10
act-000610,user-0110,yoga,52,180,0.0,2025-10-22 21:29:59
act-000611,user-0110,weight_training,90,615,0.0,2025-09-28 09:47:16
act-000612,user-0111,weight_training,60,312,0.0,2025-08-18 01:44:55
act-000613,user-0111,weight_training,99,489,0.0,2025-09-03 20:26:02
act-000614,user-0111,walking,46,181,4.96,2025-09-27 00:19:25
act-000615,user-0111,cycling,31,208,2.53,2025-09-28 00:15:03
act-000616,user-0111,cycling,115,1078,13.29,2025-10-03 15:45:28
act-000617,user-0111,running,119,1085,16.35,2025-07-27 23:36:26
act-000618,user-0111,weight_training,112,799,0.0,2025-10-14 09:51:10
act-000619,user-0112,running,80,765,9.47,2025-10-11 23:36:54
act-000620,user-0112,swimming,85,831,0.0,2025-07-29 12:22:14
act-000621,user-0112,weight_training,95,659,0.0,2025-08-22 07:08:29
act-000622,user-0112,running,65,637,8.22,2025-09-30 17:37:41
act-000623,user-0112,yoga,20,64,0.0,2025-07-31 00:19:05
act-000624,user-0113,weight_training,70,383,0.0,2025-09-13 13:06:07
act-000625,user-0113,cycling,73,502,7.67,2025-09-30 10:12:13
act-000626,user-0113,cycling,40,379,3.72,2025-10-09 08:12:39
act-000627,user-0113,running,74,703,8.45,2025-08-02 11:36:15
act-000628,user-0113,cycling,47,333,5.69,2025-09-16 05:56:47
act-000629,user-0113,walking,74,257,7.95,2025-08-22 08:55:22
act-000630,user-0113,swimming,110,1367,0.0,2025-08-23 00:19:35
act-000631,user-0113,cycling,60,486,6.81,2025-07-29 03:16:54
act-000632,user-0114,weight_training,68,374,0.0,2025-09-02 02:32:31
act-000633,user-0114,weight_training,114,703,0.0,2025-08-24 10:44:43
act-000634,user-0114,swimming,100,1123,0.0,2025-09-18 16:26:12
act-000635,user-0114,running,15,125,1.37,2025-10-08 09:51:29
act-000636,user-0114,weight_training,35,184,0.0,2025-07-29 18:17:54
act-000637,user-0114,yoga,23,73,0.0,2025-08-19 15:15:56
act-000638,user-0115,weight_training,67,400,0.0,2025-09-26 19:41:33
act-000639,user-0115,running,92,787,10.51,2025-08-29 10:41:15
act-000640,user-0115,running,68,690,7.9,2025-08-05 17:55:31
act-000641,user-0115,swimming,53,702,0.0,2025-08-13 10:10:12
act-000642,user-0115,running,42,446,5.08,2025-08-26 19:15:24
act-000643,user-0115,swimming,120,1705,0.0,2025-08-15 10:43:08
act-000644,user-0116,yoga,111,282,0.0,2025-10-20 23:42:46
act-000645,user-0116,yoga,92,232,0.0,2025-09-05 02:43:48
act-000646,user-0116,cycling,36,332,3.18,2025-10-11 03:39:39
act-000647,user-0116,yoga,37,104,0.0,2025-10-18 04:11:29
act-000648,user-0116,weight_training,108,672,0.0,2025-07-31 13:39:32
act-000649,user-0117,yoga,19,62,0.0,2025-09-27 11:05:26
act-000650,user-0117,walking,80,321,6.5,2025-07-31 11:08:32
act-000651,user-0117,running,37,353,4.67,2025-08-29 02:01:46
act-000652,user-0118,cycling,70,585,9.62,2025-08-19 07:35:11
act-000653,user-0118,swimming,16,169,0.0,2025-09-20 20:03:38
act-000654,user-0118,weight_training,36,217,0.0,2025-10-13 08:20:38
act-000655,user-0118,swimming,118,1360,0.0,2025-10-16 22:32:31
act-000656,user-0118,walking,39,157,3.51,2025-08-26 12:31:32
act-000657,user-0118,weight_training,34,205,0.0,2025-10-22 04:59:55
act-000658,user-0118,walking,72,277,7.96,2025-09-02 11:30:20
act-000659,user-0118,swimming,42,519,0.0,2025-10-24 16:01:24
act-000660,user-0119,walking,83,318,7.81,2025-08-05 21:29:47
act-000661,user-0119,running,32,330,3.43,2025-09-27 16:46:16
act-000662,user-0119,swimming,45,554,0.0,2025-10-15 11:21:33
act-000663,user-0120,running,64,629,7.31,2025-09-20 08:13:03
act-000664,user-0120,running,50,468,4.16,2025-09-03 23:27:11
act-000665,user-0120,weight_training,72,497,0.0,2025-10-09 20:14:07
act-000666,user-0120,yoga,106,330,0.0,2025-08-27 02:01:12
act-000667,user-0121,yoga,75,213,0.0,2025-07-27 13:58:36
act-000668,user-0121,yoga,114,351,0.0,2025-09-12 08:41:19
act-000669,user-0121,swimming,114,1363,0.0,2025-09-10 21:35:36
act-000670,user-0121,yoga,21,59,0.0,2025-09-16 21:43:16
act-000671,user-0121,yoga,92,274,0.0,2025-09-16 04:51:06
act-000672,user-0121,cycling,102,864,14.06,2025-08-11 13:19:15
act-000673,user-0122,weight_training,32,159,0.0,2025-10-08 09:01:18
act-000674,user-0122,running,73,694,9.38,2025-08-04 21:35:56
act-000675,user-0122,weight_training,80,474,0.0,2025-10-09 03:59:02
act-000676,user-0122,yoga,51,175,0.0,2025-07-31 08:10:37
act-000677,user-0122,running,52,579,5.9,2025-09-11 10:29:09
act-000678,user-0122,swimming,53,710,0.0,2025-10-06 06:35:39
act-000679,user-0123,yoga,35,125,0.0,2025-09-01 16:06:34
act-000680,user-0123,cycling,18,162,2.52,2025-08-10 03:01:05
act-000681,user-0123,swimming,98,945,0.0,2025-09-02 05:41:01
act-000682,user-0123,walking,19,62,1.8,2025-07-31 06:11:13
act-000683,user-0123,running,109,1172,8.93,2025-10-16 12:57:38
act-000684,user-0123,cycling,17,135,1.61,2025-08-22 05:40:27
act-000685,user-0124,cycling,54,468,6.0,2025-09-15 08:56:20
act-000686,user-0124,running,23,213,2.31,2025-08-16 01:30:19
act-000687,user-0124,yoga,104,345,0.0,2025-08-15 20:34:52
act-000688,user-0124,weight_training,20,124,0.0,2025-10-21 03:58:45
act-000689,user-0124,running,81,847,8.78,2025-08-22 16:36:10
act-000690,user-0124,running,94,1125,13.32,2025-09-30 14:14:14
act-000691,user-0124,walking,43,141,4.26,2025-10-13 05:54:48
act-000692,user-0125,cycling,99,834,7.96,2025-08-15 21:09:05
act-000693,user-0125,walking,25,81,2.71,2025-08-14 12:46:17
act-000694,user-0125,running,25,231,2.2,2025-08-10 03:49:14
act-000695,user-0125,running,15,161,1.47,2025-08-22 15:29:25
act-000696,user-0125,cycling,52,388,5.24,2025-08-11 07:54:01
act-000697,user-0125,yoga,112,335,0.0,2025-07-29 09:09:21
act-000698,user-0125,cycling,52,337,4.88,2025-10-13 09:19:32
act-000699,user-0125,weight_training,15,80,0.0,2025-10-12 11:22:22
act-000700,user-0126,walking,100,426,8.7,2025-08-16 16:55:28
act-000701,user-0126,running,62,705,8.65,2025-08-02 16:20:37
act-000702,user-0126,weight_training,118,715,0.0,2025-09-14 13:53:01
act-000703,user-0126,running,84,745,12.06,2025-08-02 10:19:26
act-000704,user-0126,running,17,186,1.71,2025-08-16 02:50:53
act-000705,user-0126,walking,52,223,6.43,2025-07-31 06:16:21
act-000706,user-0126,walking,62,222,9.02,2025-08-22 01:31:43
act-000707,user-0127,weight_training,107,524,0.0,2025-09-28 02:42:10
act-000708,user-0127,running,102,886,9.58,2025-09-17 11:16:01
act-000709,user-0127,running,117,1189,11.82,2025-09-15 14:10:54
act-000710,user-0128,walking,61,234,6.76,2025-09-06 21:29:45
act-000711,user-0128,walking,62,277,8.54,2025-09-28 14:42:43
act-000712,user-0128,yoga,61,200,0.0,2025-09-18 06:51:28
act-000713,user-0128,yoga,16,45,0.0,2025-09-18 16:14:38
act-000714,user-0128,cycling,78,721,7.37,2025-08-29 14:26:21
act-000715,user-0128,swimming,95,972,0.0,2025-09-24 18:12:21
act-000716,user-0129,cycling,109,995,11.82,2025-10-12 04:46:45
act-000717,user-0129,walking,55,199,7.54,2025-09-06 14:45:03
act-000718,user-0129,swimming,102,1415,0.0,2025-08-23 13:34:56
act-000719,user-0129,weight_training,82,476,0.0,2025-10-21 14:00:16
act-000720,user-0129,yoga,57,153,0.0,2025-09-07 12:39:33
act-000721,user-0129,walking,26,100,2.38,2025-09-10 14:25:45
act-000722,user-0130,swimming,30,292,0.0,2025-09-27 01:47:34
act-000723,user-0130,walking,31,130,3.55,2025-08-21 20:32:28
act-000724,user-0130,weight_training,85,557,0.0,2025-08-08 16:34:55
act-000725,user-0130,yoga,36,112,0.0,2025-09-15 02:12:15
act-000726,user-0130,weight_training,41,206,0.0,2025-08-03 15:20:26
act-000727,user-0130,running,19,213,2.16,2025-08-25 11:36:06
act-000728,user-0131,weight_training,108,728,0.0,2025-09-16 10:56:30
act-000729,user-0131,yoga,77,262,0.0,2025-08-03 06:57:17
act-000730,user-0131,weight_training,75,439,0.0,2025-09-26 05:13:40
act-000731,user-0131,weight_training,110,570,0.0,2025-10-15 06:02:42
act-000732,user-0132,weight_training,46,326,0.0,2025-10-17 01:05:20
act-000733,user-0132,yoga,42,144,0.0,2025-09-26 11:00:32
act-000734,user-0132,yoga,31,86,0.0,2025-09-12 15:26:39
act-000735,user-0133,cycling,109,943,13.54,2025-08-24 04:26:05
act-000736,user-0133,running,52,450,5.51,2025-09-16 08:14:12
act-000737,user-0133,running,92,1032,9.13,2025-10-05 05:55:57
act-000738,user-0133,weight_training,96,515,0.0,2025-09-18 20:17:01
act-000739,user-0133,cycling,66,517,7.33,2025-08-30 16:06:21
act-000740,user-0133,weight_training,110,627,0.0,2025-10-12 04:18:14
act-000741,user-0133,running,79,811,6.73,2025-09-14 22:12:31
act-000742,user-0134,weight_training,24,159,0.0,2025-09-28 15:49:04
act-000743,user-0134,cycling,34,233,3.62,2025-10-03 03:28:02
act-000744,user-0134,yoga,81,196,0.0,2025-10-15 11:13:50
act-000745,user-0134,weight_training,64,321,0.0,2025-10-18 16:29:39
act-000746,user-0134,weight_training,113,560,0.0,2025-08-12 10:24:09
act-000747,user-0134,swimming,113,1284,0.0,2025-07-29 14:07:16
act-000748,user-0134,walking,111,429,13.09,2025-10-18 03:21:20
act-000749,user-0134,yoga,91,295,0.0,2025-09-17 14:07:25
act-000750,user-0135,yoga,89,281,0.0,2025-10-05 22:46:05
act-000751,user-0135,cycling,86,627,11.8,2025-08-02 04:26:24
act-000752,user-0135,running,30,347,3.68,2025-10-03 18:20:43
act-000753,user-0136,running,44,429,6.26,2025-10-05 09:05:23
act-000754,user-0136,weight_training,48,296,0.0,2025-08-16 05:04:41
act-000755,user-0136,cycling,93,762,8.18,2025-07-31 23:37:07
act-000756,user-0136,weight_training,112,718,0.0,2025-08-06 09:32:15
act-000757,user-0136,cycling,117,936,12.41,2025-10-06 17:09:46
act-000758,user-0136,swimming,53,667,0.0,2025-09-10 02:19:59
act-000759,user-0136,swimming,22,227,0.0,2025-08-22 11:43:21
act-000760,user-0137,yoga,38,115,0.0,2025-09-17 19:02:21
act-000761,user-0137,walking,64,298,5.31,2025-10-07 21:58:50
act-000762,user-0137,weight_training,56,305,0.0,2025-08-27 07:46:15
act-000763,user-0137,cycling,88,697,9.89,2025-09-26 03:37:20
act-000764,user-0137,swimming,26,296,0.0,2025-08-29 16:41:59
act-000765,user-0137,running,79,885,9.49,2025-10-03 08:21:04
act-000766,user-0138,weight_training,120,848,0.0,2025-08-01 12:38:34
act-000767,user-0138,swimming,15,177,0.0,2025-08-05 13:45:21
act-000768,user-0138,walking,69,248,7.74,2025-09-28 04:53:17
act-000769,user-0138,weight_training,104,553,0.0,2025-10-02 21:19:39
act-000770,user-0138,weight_training,97,522,0.0,2025-08-19 13:55:52
act-000771,user-0138,yoga,40,114,0.0,2025-08-12 23:02:24
act-000772,user-0138,yoga,80,254,0.0,2025-08-11 13:20:02
act-000773,user-0138,cycling,97,827,10.63,2025-08-03 03:15:34
act-000774,user-0139,swimming,31,323,0.0,2025-09-15 03:13:17
act-000775,user-0139,swimming,69,823,0.0,2025-10-16 19:49:23
act-000776,user-0139,yoga,36,112,0.0,2025-09-09 06:04:11
act-000777,user-0139,running,118,1202,11.58,2025-08-03 07:06:36
act-000778,user-0139,walking,31,121,3.29,2025-08-03 11:45:32
act-000779,user-0139,running,80,712,8.95,2025-10-10 08:52:33
act-000780,user-0139,cycling,71,532,9.55,2025-09-23 17:54:48
act-000781,user-0139,cycling,44,314,4.04,2025-10-05 15:12:48
act-000782,user-0140,running,102,876,11.45,2025-10-20 18:59:39
act-000783,user-0140,swimming,51,662,0.0,2025-10-17 15:57:08
act-000784,user-0140,running,92,906,11.89,2025-08-31 11:32:02
act-000785,user-0140,walking,16,75,2.19,2025-09-30 01:37:32
act-000786,user-0141,weight_training,85,429,0.0,2025-08-13 14:47:32
act-000787,user-0141,weight_training,54,351,0.0,2025-09-11 07:14:10
act-000788,user-0141,weight_training,56,378,0.0,2025-10-14 05:22:04
act-000789,user-0141,walking,118,410,9.47,2025-08-18 05:22:10
act-000790,user-0141,walking,80,269,11.43,2025-08-06 06:51:08
act-000791,user-0142,running,53,502,5.33,2025-09-25 02:15:00
act-000792,user-0142,running,56,513,6.77,2025-10-15 06:22:03
act-000793,user-0142,running,48,411,5.97,2025-08-02 22:09:29
act-000794,user-0143,running,91,1042,8.67,2025-09-19 18:35:01
act-000795,user-0143,weight_training,38,233,0.0,2025-10-15 00:09:15
act-000796,user-0143,swimming,105,1025,0.0,2025-09-26 00:05:50
act-000797,user-0143,running,95,960,14.04,2025-09-04 14:42:56
act-000798,user-0143,walking,108,404,11.12,2025-09-26 10:41:37
act-000799,user-0143,walking,113,485,13.0,2025-09-24 10:43:39
act-000800,user-0143,yoga,68,208,0.0,2025-10-18 22:55:24
act-000801,user-0144,cycling,54,347,6.88,2025-08-11 09:03:09
